"ngram_full","ngram_tail","ngram_head","freq"
"Campaign to Prevent","Prevent","Campaign to",2
"Can Do It","It","Can Do",2
"Can Get It","It","Can Get",6
"Can I get","get","Can I",88
"Can I have","have","Can I",28
"Can I just","just","Can I",24
"Can anyone tell","tell","Can anyone",11
"Can it be","be","Can it",19
"Can it really","really","Can it",2
"Can some people","people","Can some",2
"Can somebody tell","tell","Can somebody",2
"Can t I","I","Can t",13
"Can t U","U","Can t",2
"Can t believe","believe","Can t",147
"Can t find","find","Can t",25
"Can t get","get","Can t",47
"Can t help","help","Can t",21
"Can t wait","wait","Can t",1416
"Can t we","we","Can t",14
"Can we all","all","Can we",10
"Can we talk","talk","Can we",7
"Can you even","even","Can you",7
"Can you imagine","imagine","Can you",68
"Can you list","list","Can you",2
"Can you please","please","Can you",48
"Can you tell","tell","Can you",41
"Canada authorities said","said","Canada authorities",2
"Cancer Institute of","of","Cancer Institute",5
"Cannot wait for","for","Cannot wait",11
"Cant wait for","for","Cant wait",40
"Cant wait to","to","Cant wait",70
"Capo Press softcover","softcover","Capo Press",2
"Captain Jack and","and","Captain Jack",2
"Cardinals for the","the","Cardinals for",4
"Care Aware said","said","Care Aware",2
"Carmelo Anthony in","in","Carmelo Anthony",3
"Carpenter in the","the","Carpenter in",2
"Carrier IQ s","s","Carrier IQ",3
"Carroll Shelby has","has","Carroll Shelby",2
"Case Western Reserve","Reserve","Case Western",37
"Cashman Field today","today","Cashman Field",2
"Castelveter a spokesman","spokesman","Castelveter a",3
"Catching up on","on","Catching up",52
"Catholic Church I","I","Catholic Church",2
"Catholic Church and","and","Catholic Church",15
"Catholic University of","of","Catholic University",4
"Catholic approach to","to","Catholic approach",2
"Catholic in the","the","Catholic in",4
"Catholic vote percent","percent","Catholic vote",2
"Cause I ll","ll","Cause I",4
"Celebrity Crush Favorite","Favorite","Celebrity Crush",4
"Center Plaza at","at","Center Plaza",2
"Center and the","the","Center and",27
"Center for Global","Global","Center for",3
"Center for the","the","Center for",71
"Center in the","the","Center in",11
"Center is also","also","Center is",3
"Center on Family","Family","Center on",2
"Center th Street","Street","Center th",3
"Centers for Disease","Disease","Centers for",50
"Central to see","see","Central to",2
"Centre to be","be","Centre to",2
"Certain Death Online","Online","Certain Death",2
"Cesar Chavez Jr","Jr","Cesar Chavez",3
"Chagrin Boulevard in","in","Chagrin Boulevard",2
"Chamber and Growth","Growth","Chamber and",9
"Chamber of Commerce","Commerce","Chamber of",127
"Championships later this","this","Championships later",2
"Chances are you","you","Chances are",13
"Change is good","good","Change is",5
"Chapter in the","the","Chapter in",2
"Charles F Kettering","Kettering","Charles F",2
"Charlie Brown Christmas","Christmas","Charlie Brown",3
"Check out all","all","Check out",8
"Check out our","our","Check out",140
"Check out some","some","Check out",19
"Check out the","the","Check out",188
"Check out this","this","Check out",47
"Check us out","out","Check us",58
"Checking out the","the","Checking out",12
"Cheers to a","a","Cheers to",10
"Chef That s","s","Chef That",2
"Chen s escape","escape","Chen s",5
"Chesapeake Bay The","The","Chesapeake Bay",2
"Chicago Chicago Illinois","Illinois","Chicago Chicago",41
"Chicago IL USA","USA","Chicago IL",2
"Chicago Illinois Incorporated","Incorporated","Chicago Illinois",42
"Chicago by the","the","Chicago by",2
"Chicago is a","a","Chicago is",7
"Chicago is the","the","Chicago is",5
"Chicago this week","week","Chicago this",6
"Chicago this weekend","weekend","Chicago this",3
"Chief Brenda Leigh","Leigh","Chief Brenda",2
"Chief Tim Fitch","Fitch","Chief Tim",10
"Chief of Staff","Staff","Chief of",21
"Child Care Aware","Aware","Child Care",3
"Children s Action","Action","Children s",3
"Children s Center","Center","Children s",6
"Children s Research","Research","Children s",3
"China and India","India","China and",14
"China and Russia","Russia","China and",5
"China in an","an","China in",3
"China s leading","leading","China s",2
"Chock full of","of","Chock full",5
"Chong was discovered","discovered","Chong was",2
"Chris Christie or","or","Chris Christie",2
"Chris Christie today","today","Chris Christie",6
"Chris Foster of","of","Chris Foster",2
"Chris Paul is","is","Chris Paul",5
"Christ Name Amen","Amen","Christ Name",12
"Christ our Lord","Lord","Christ our",5
"Christ the Lord","Lord","Christ the",5
"Christ to be","be","Christ to",4
"Christian Bale in","in","Christian Bale",2
"Christians and nonChristians","nonChristians","Christians and",2
"Christie said It","It","Christie said",6
"Christie spokesman Michael","Michael","Christie spokesman",15
"Christmas Eve and","and","Christmas Eve",12
"Christmas This is","is","Christmas This",2
"Christmas is the","the","Christmas is",4
"Christopher Cerf said","said","Christopher Cerf",2
"Chrysler Group LLC","LLC","Chrysler Group",6
"Chu a Nobel","Nobel","Chu a",2
"Church in Carmel","Carmel","Church in",2
"Cinco de Derby","Derby","Cinco de",7
"Cinco de Mayo","Mayo","Cinco de",165
"Circuit Court of","of","Circuit Court",46
"Circuit Judge Michael","Michael","Circuit Judge",3
"City Council members","members","City Council",31
"City Council s","s","City Council",15
"City Hall was","was","City Hall",5
"City Music Hall","Hall","City Music",16
"City Public Schools","Schools","City Public",3
"City and the","the","City and",9
"City at the","the","City at",2
"City they re","re","City they",2
"City where he","he","City where",7
"Civil Rights and","and","Civil Rights",3
"Civil Service Commission","Commission","Civil Service",4
"Clark dead at","at","Clark dead",3
"Class A state","state","Class A",18
"Class of are","are","Class of",5
"Class state champion","champion","Class state",4
"Clayton for years","years","Clayton for",2
"Clean Water Act","Act","Clean Water",15
"Clearly the girls","girls","Clearly the",2
"Clemens perjury trial","trial","Clemens perjury",2
"Clemente High School","School","Clemente High",2
"Cleveland Browns to","to","Cleveland Browns",4
"Cleveland Columbus Dayton","Dayton","Cleveland Columbus",2
"Cleveland Hearing Speech","Speech","Cleveland Hearing",2
"Cleveland Institute of","of","Cleveland Institute",16
"Cleveland State University","University","Cleveland State",22
"Cleveland State s","s","Cleveland State",3
"Cleveland s Old","Old","Cleveland s",2
"Click HERE to","to","Click HERE",7
"Click here for","for","Click here",13
"Cliffs Natural Resources","Resources","Cliffs Natural",2
"Clint Eastwood s","s","Clint Eastwood",6
"Clown among them","them","Clown among",2
"Co at the","the","Co at",3
"Coast Guard Air","Air","Coast Guard",2
"Coast Guard spokesman","spokesman","Coast Guard",2
"Cobb and Cherokee","Cherokee","Cobb and",4
"College River Forest","Forest","College River",4
"College Station TX","TX","College Station",2
"College can be","be","College can",2
"College from to","to","College from",2
"College of Cardiology","Cardiology","College of",4
"College will host","host","College will",2
"Colorado US Attorney","Attorney","Colorado US",2
"Colorado Washington and","and","Colorado Washington",2
"Columbus Dayton and","and","Columbus Dayton",3
"Columbus and Toledo","Toledo","Columbus and",2
"Come at me","me","Come at",3
"Come back next","next","Come back",4
"Come check us","us","Come check",23
"Come claim it","it","Come claim",3
"Come down and","and","Come down",10
"Come grab some","some","Come grab",3
"Come hang out","out","Come hang",21
"Come have a","a","Come have",12
"Come in for","for","Come in",18
"Come into the","the","Come into",4
"Come join us","us","Come join",54
"Come on Mr","Mr","Come on",2
"Come on boys","boys","Come on",5
"Come on now","now","Come on",18
"Come on out","out","Come on",38
"Come on over","over","Come on",19
"Come on they","they","Come on",3
"Come on you","you","Come on",16
"Come out to","to","Come out",30
"Come see us","us","Come see",65
"Come try our","our","Come try",4
"Coming into the","the","Coming into",5
"Coming up on","on","Coming up",9
"Commerce s th","th","Commerce s",2
"Commissioner Christopher Cerf","Cerf","Commissioner Christopher",5
"Commissioner Rochelle Hendricks","Hendricks","Commissioner Rochelle",5
"Commissioner of Education","Education","Commissioner of",4
"Committee said the","the","Committee said",6
"Commons shopping center","center","Commons shopping",2
"Community Action Network","Network","Community Action",2
"Community College It","It","Community College",3
"Community College The","The","Community College",4
"Company and the","the","Company and",2
"Company will be","be","Company will",4
"Computers in Libraries","Libraries","Computers in",2
"Condolences to the","the","Condolences to",2
"Conference for Women","Women","Conference for",2
"Conference of State","State","Conference of",9
"Conference semifinals against","against","Conference semifinals",2
"Conference title and","and","Conference title",2
"Congrats It is","is","Congrats It",2
"Congrats on the","the","Congrats on",121
"Congrats to everyone","everyone","Congrats to",6
"Congrats to on","on","Congrats to",39
"Congrats to the","the","Congrats to",72
"Congrats to you","you","Congrats to",21
"Congratulations to all","all","Congratulations to",31
"Congratulations you are","are","Congratulations you",2
"Congress in that","that","Congress in",2
"Congress passed the","the","Congress passed",6
"Congressman Ron Paul","Paul","Congressman Ron",2
"Conley said The","The","Conley said",2
"Consider all the","the","Consider all",2
"Consider the following","following","Consider the",3
"Consolidated Media Report","Report","Consolidated Media",2
"Consumers have also","also","Consumers have",2
"Contact us for","for","Contact us",18
"Contrary to what","what","Contrary to",11
"Control and Prevention","Prevention","Control and",42
"Convention Visitors Bureau","Bureau","Convention Visitors",6
"Cook s Illustrated","Illustrated","Cook s",3
"Cool on a","a","Cool on",7
"Cool to see","see","Cool to",5
"Copeland executive director","director","Copeland executive",3
"Cordless Impact Wrench","Wrench","Cordless Impact",2
"Corinne Bailey Rae","Rae","Corinne Bailey",4
"Corp fell percent","percent","Corp fell",5
"Corp up cents","cents","Corp up",2
"Corps Air Station","Station","Corps Air",2
"Corps and the","the","Corps and",2
"Cost of living","living","Cost of",2
"Could be yours","yours","Could be",2
"Could you imagine","imagine","Could you",6
"Could you please","please","Could you",11
"Could you post","post","Could you",2
"Council members and","and","Council members",8
"Council members said","said","Council members",5
"Council of the","the","Council of",15
"Council on AmericanIslamic","AmericanIslamic","Council on",3
"Council s unanimous","unanimous","Council s",2
"Councilman Dion Guthrie","Guthrie","Councilman Dion",2
"Councilman Steve Cohn","Cohn","Councilman Steve",3
"Count on it","it","Count on",2
"Country meets Dixie","Dixie","Country meets",2
"County Assistant Prosecutor","Prosecutor","County Assistant",20
"County Circuit Judge","Judge","County Circuit",18
"County Election Board","Board","County Election",3
"County Fair has","has","County Fair",2
"County Government Center","Center","County Government",2
"County It s","s","County It",9
"County Jail on","on","County Jail",15
"County Police Chief","Chief","County Police",8
"County Public Library","Library","County Public",11
"County Public Safety","Safety","County Public",2
"County Registrar of","of","County Registrar",2
