"ngram_full","ngram_tail","ngram_head","freq"
"I just go back to","to","I just go back",2
"I just had to be","be","I just had to",3
"I just met you and","and","I just met you",17
"I just said it was","was","I just said it",2
"I just thought I would","would","I just thought I",3
"I kind of want to","to","I kind of want",8
"I knew I could do","do","I knew I could",6
"I knew I had to","to","I knew I had",31
"I knew I was in","in","I knew I was",2
"I knew in my heart","heart","I knew in my",2
"I knew it was a","a","I knew it was",9
"I knew it was going","going","I knew it was",12
"I knew it would be","be","I knew it would",12
"I knew we could eat","eat","I knew we could",2
"I knew you were a","a","I knew you were",3
"I know I have said","said","I know I have",5
"I know I have to","to","I know I have",13
"I know I know its","its","I know I know",3
"I know I ll never","never","I know I ll",2
"I know but it s","s","I know but it",4
"I know it s coming","coming","I know it s",3
"I know it s going","going","I know it s",5
"I know lots of people","people","I know lots of",7
"I know right it s","s","I know right it",3
"I know that you are","are","I know that you",4
"I know there s a","a","I know there s",8
"I know what to expect","expect","I know what to",5
"I know what you mean","mean","I know what you",19
"I know what you re","re","I know what you",10
"I know you re all","all","I know you re",3
"I know you re not","not","I know you re",9
"I like food more than","than","I like food more",2
"I like the fact that","that","I like the fact",8
"I like the idea that","that","I like the idea",3
"I like to think I","I","I like to think",10
"I like to think that","that","I like to think",13
"I liked it a lot","lot","I liked it a",4
"I ll be a great","great","I ll be a",2
"I ll be giving away","away","I ll be giving",5
"I ll be in line","line","I ll be in",3
"I ll be in the","the","I ll be in",13
"I ll be sure to","to","I ll be sure",47
"I ll be there will","will","I ll be there",2
"I ll check it out","out","I ll check it",34
"I ll get right on","on","I ll get right",5
"I ll have a better","better","I ll have a",3
"I ll have to check","check","I ll have to",19
"I ll have to start","start","I ll have to",5
"I ll make sure to","to","I ll make sure",10
"I ll meet you in","in","I ll meet you",3
"I ll never be a","a","I ll never be",2
"I ll pop back out","out","I ll pop back",2
"I ll take care of","of","I ll take care",13
"I ll take it I","I","I ll take it",6
"I look around at what","what","I look around at",2
"I look forward to hearing","hearing","I look forward to",11
"I look forward to meeting","meeting","I look forward to",9
"I look forward to seeing","seeing","I look forward to",29
"I look forward to the","the","I look forward to",20
"I lost my virginity to","to","I lost my virginity",2
"I love it I can","can","I love it I",3
"I love it when I","I","I love it when",15
"I love it when you","you","I love it when",14
"I love that you love","love","I love that you",2
"I love the fact that","that","I love the fact",22
"I love the rain I","I","I love the rain",2
"I love what you are","are","I love what you",2
"I love you It is","is","I love you It",2
"I love you do you","you","I love you do",2
"I love you follow me","me","I love you follow",2
"I love you it s","s","I love you it",3
"I love you so much","much","I love you so",69
"I love you with all","all","I love you with",15
"I love you your song","song","I love you your",2
"I loved it This is","is","I loved it This",2
"I m a girl with","with","I m a girl",2
"I m a part of","of","I m a part",2
"I m a sucker for","for","I m a sucker",23
"I m about to put","put","I m about to",2
"I m about to start","start","I m about to",5
"I m bored I m","m","I m bored I",5
"I m concerned it s","s","I m concerned it",3
"I m down to the","the","I m down to",2
"I m due for an","an","I m due for",3
"I m excited to see","see","I m excited to",18
"I m excited to try","try","I m excited to",8
"I m faded faded faded","faded","I m faded faded",3
"I m getting better at","at","I m getting better",4
"I m glad I had","had","I m glad I",3
"I m glad I m","m","I m glad I",23
"I m glad it was","was","I m glad it",3
"I m glad to hear","hear","I m glad to",9
"I m going off the","the","I m going off",2
"I m going to assume","assume","I m going to",4
"I m going to bust","bust","I m going to",2
"I m going to do","do","I m going to",60
"I m going to fail","fail","I m going to",2
"I m going to fight","fight","I m going to",3
"I m going to get","get","I m going to",49
"I m going to give","give","I m going to",7
"I m going to make","make","I m going to",29
"I m going to run","run","I m going to",6
"I m going to sleep","sleep","I m going to",21
"I m going to start","start","I m going to",36
"I m going to take","take","I m going to",36
"I m going today I","I","I m going today",3
"I m gonna be a","a","I m gonna be",6
"I m gonna kill you","you","I m gonna kill",2
"I m gonna miss it","it","I m gonna miss",2
"I m gonna throw up","up","I m gonna throw",2
"I m good to go","go","I m good to",9
"I m grateful for the","the","I m grateful for",6
"I m hanging out with","with","I m hanging out",3
"I m happy I m","m","I m happy I",3
"I m happy to see","see","I m happy to",4
"I m having a great","great","I m having a",5
"I m heading back to","to","I m heading back",3
"I m here to help","help","I m here to",4
"I m hungry What time","time","I m hungry What",2
"I m in love with","with","I m in love",56
"I m just trying to","to","I m just trying",36
"I m leaving on the","the","I m leaving on",2
"I m looking forward to","to","I m looking forward",152
"I m married I m","m","I m married I",2
"I m missing my sister","sister","I m missing my",2
"I m more concerned with","with","I m more concerned",4
"I m not afraid to","to","I m not afraid",15
"I m not allowed to","to","I m not allowed",9
"I m not doing this","this","I m not doing",3
"I m not following you","you","I m not following",2
"I m not here to","to","I m not here",12
"I m not in the","the","I m not in",18
"I m not on the","the","I m not on",7
"I m not quite sure","sure","I m not quite",13
"I m not sitting in","in","I m not sitting",2
"I m not sure why","why","I m not sure",33
"I m not the first","first","I m not the",3
"I m on the hunt","hunt","I m on the",3
"I m pretty excited about","about","I m pretty excited",2
"I m pretty excited to","to","I m pretty excited",3
"I m pretty sure I","I","I m pretty sure",61
"I m pretty sure he","he","I m pretty sure",13
"I m pretty sure that","that","I m pretty sure",28
"I m ready to leave","leave","I m ready to",3
"I m ready to see","see","I m ready to",6
"I m realizing I have","have","I m realizing I",2
"I m really focused on","on","I m really focused",2
"I m really glad I","I","I m really glad",9
"I m really proud of","of","I m really proud",8
"I m right I m","m","I m right I",2
"I m so excited about","about","I m so excited",15
"I m so excited for","for","I m so excited",35
"I m so glad its","its","I m so glad",2
"I m so happy D","D","I m so happy",2
"I m so happy for","for","I m so happy",15
"I m so looking forward","forward","I m so looking",7
"I m so proud of","of","I m so proud",40
"I m so proud to","to","I m so proud",6
"I m so ready for","for","I m so ready",15
"I m so stressed out","out","I m so stressed",2
"I m so tired now","now","I m so tired",3
"I m so tired of","of","I m so tired",15
"I m sorry I missed","missed","I m sorry I",4
"I m still going to","to","I m still going",10
"I m still in the","the","I m still in",12
"I m still laughing at","at","I m still laughing",2
"I m still rockin the","the","I m still rockin",2
"I m strong enough to","to","I m strong enough",2
"I m sure I could","could","I m sure I",4
"I m sure I ll","ll","I m sure I",41
"I m sure everything will","will","I m sure everything",2
"I m sure if I","I","I m sure if",3
"I m sure it is","is","I m sure it",5
"I m sure it would","would","I m sure it",3
"I m sure the people","people","I m sure the",3
"I m sure there will","will","I m sure there",7
"I m the only one","one","I m the only",34
"I m the person who","who","I m the person",2
"I m thinking of you","you","I m thinking of",2
"I m tired of looking","looking","I m tired of",2
"I m trying to go","go","I m trying to",6
"I m trying to work","work","I m trying to",5
"I m up on the","the","I m up on",2
"I m used to and","and","I m used to",2
"I m very confident in","in","I m very confident",3
"I m very good at","at","I m very good",2
"I m watching you on","on","I m watching you",2
"I m with on this","this","I m with on",2
"I m working on I","I","I m working on",2
"I m working on another","another","I m working on",2
"I m working on some","some","I m working on",4
"I m years old and","and","I m years old",6
"I made a batch of","of","I made a batch",2
"I made a few more","more","I made a few",2
"I may just have to","to","I may just have",4
"I might be able to","to","I might be able",20
"I miss being in love","love","I miss being in",2
"I miss my best friend","friend","I miss my best",7
"I miss you too What","What","I miss you too",2
"I need more help with","with","I need more help",2
"I need to do some","some","I need to do",5
"I need to find the","the","I need to find",5
"I need to get out","out","I need to get",17
"I need to get some","some","I need to get",8
"I need to go and","and","I need to go",3
"I need to go to","to","I need to go",47
"I need to talk to","to","I need to talk",15
"I never thought I could","could","I never thought I",6
"I never thought it would","would","I never thought it",5
"I never wanted to be","be","I never wanted to",4
"I promise I will be","be","I promise I will",2
"I read on a regular","regular","I read on a",2
"I really didn t get","get","I really didn t",3
"I really don t know","know","I really don t",27
"I really have to do","do","I really have to",2
"I really should be studying","studying","I really should be",2
"I really wanna talk to","to","I really wanna talk",2
"I really want to get","get","I really want to",4
"I returned to the car","car","I returned to the",2
"I right or am I","I","I right or am",2
"I said I didn t","t","I said I didn",3
"I sat down to do","do","I sat down to",3
"I saw a commercial for","for","I saw a commercial",3
"I saw that they were","were","I saw that they",2
"I saw them at Warped","Warped","I saw them at",2
