"ngram_full","ngram_tail","ngram_head","freq"
"For my husband and","and","For my husband",2
"For now we can","can","For now we",2
"For one it s","s","For one it",4
"For over a year","year","For over a",4
"For some reason my","my","For some reason",4
"For the first time","time","For the first",138
"For the first years","years","For the first",3
"For the record I","I","For the record",32
"For the rest of","of","For the rest",24
"For the sake of","of","For the sake",16
"For the second consecutive","consecutive","For the second",4
"For those that have","have","For those that",4
"Forest Park Southeast neighborhood","neighborhood","Forest Park Southeast",2
"Former First Lady Betty","Betty","Former First Lady",2
"Formerly known as the","the","Formerly known as",3
"Foundation as well as","as","Foundation as well",2
"France s CAC rose","rose","France s CAC",3
"Freedom of Speech I","I","Freedom of Speech",2
"Friday due to a","a","Friday due to",2
"Friday everyone Let s","s","Friday everyone Let",2
"Friday in the block","block","Friday in the",2
"Friday of racketeering and","and","Friday of racketeering",2
"From the perspective of","of","From the perspective",6
"Fry for a minute","minute","Fry for a",2
"Fudge of Warrensville Heights","Heights","Fudge of Warrensville",3
"Full bar Reservations and","and","Full bar Reservations",16
"Fund and European Central","Central","Fund and European",2
"G Batchelder a Republican","Republican","G Batchelder a",3
"GIVE ME BACK MY","MY","GIVE ME BACK",2
"GRAY RAINBOW JOURNEY Limited","Limited","GRAY RAINBOW JOURNEY",15
"Game of the Eastern","Eastern","Game of the",14
"Gearing up for a","a","Gearing up for",6
"Gentiles but when they","they","Gentiles but when",2
"Germany s DAX index","index","Germany s DAX",8
"Gershwins Porgy and Bess","Bess","Gershwins Porgy and",6
"Get out there and","and","Get out there",7
"Get up and Go","Go","Get up and",2
"Get your taxes done","done","Get your taxes",2
"Giants and A s","s","Giants and A",2
"Girl in addition to","to","Girl in addition",2
"Give some love to","to","Give some love",2
"Give us a call","call","Give us a",28
"Glad I got to","to","Glad I got",7
"Glad to hear I","I","Glad to hear",2
"Glad to hear it","it","Glad to hear",38
"Glad you enjoyed it","it","Glad you enjoyed",36
"Glad you had fun","fun","Glad you had",3
"Glee Omg I am","am","Glee Omg I",2
"Glenn Research Center and","and","Glenn Research Center",3
"Go Folloow Ha She","She","Go Folloow Ha",3
"Go to bed then","then","Go to bed",2
"Go with what you","you","Go with what",2
"Goal As an adult","adult","Goal As an",2
"Going to be a","a","Going to be",29
"Going to the gym","gym","Going to the",9
"Going to try to","to","Going to try",6
"Golden Eagles to the","the","Golden Eagles to",2
"Gone are the days","days","Gone are the",12
"Gonna be a long","long","Gonna be a",12
"Good Morning and Happy","Happy","Good Morning and",10
"Good evening My name","name","Good evening My",2
"Good luck I know","know","Good luck I",3
"Good luck in NYC","NYC","Good luck in",2
"Good luck in the","the","Good luck in",14
"Good luck to all","all","Good luck to",28
"Good to be back","back","Good to be",6
"Good to see you","you","Good to see",35
"Google US District Judge","Judge","Google US District",2
"Got Off The Phone","Phone","Got Off The",2
"Got my hair cut","cut","Got my hair",2
"Gotta get ready for","for","Gotta get ready",4
"Gov Andrew Cuomo of","of","Gov Andrew Cuomo",3
"Gov Chris Christie or","or","Gov Chris Christie",2
"Gov Chris Christie today","today","Gov Chris Christie",6
"Gov Jeb Bush and","and","Gov Jeb Bush",2
"Great dinner last night","night","Great dinner last",2
"Great to hear from","from","Great to hear",10
"Great to see everyone","everyone","Great to see",4
"Great win for the","the","Great win for",6
"Greek Orthodox Church in","in","Greek Orthodox Church",2
"Grow Up Celebrity Crush","Crush","Grow Up Celebrity",4
"H McKinney School of","of","H McKinney School",2
"HAPPY MOTHERS DAY TO","TO","HAPPY MOTHERS DAY",8
"Ha She That Babyy","Babyy","Ha She That",3
"Had I known that","that","Had I known",2
"Had a great time","time","Had a great",86
"Had fun with the","the","Had fun with",2
"Haha you re welcome","welcome","Haha you re",2
"Hall of Fame and","and","Hall of Fame",19
"Hanging out with my","my","Hanging out with",8
"Happy Birthday I m","m","Happy Birthday I",3
"Happy Birthday Kimberly PLEASE","PLEASE","Happy Birthday Kimberly",4
"Happy Birthday to my","my","Happy Birthday to",28
"Happy Birthday to the","the","Happy Birthday to",20
"Happy Cinco de Mayo","Mayo","Happy Cinco de",23
"Happy Father s Day","Day","Happy Father s",15
"Happy Fourth of July","July","Happy Fourth of",2
"Happy Friday and sunny","sunny","Happy Friday and",2
"Happy Friday everyone Let","Let","Happy Friday everyone",2
"Happy Mother s Day","Day","Happy Mother s",255
"Happy National Teacher Day","Day","Happy National Teacher",4
"Happy New Year I","I","Happy New Year",14
"Happy New Year everyone","everyone","Happy New Year",16
"Happy Thanksgiving I m","m","Happy Thanksgiving I",2
"Happy birthday to my","my","Happy birthday to",35
"Happy birthday to the","the","Happy birthday to",23
"Happy cinco de mayo","mayo","Happy cinco de",4
"Happy first day of","of","Happy first day",7
"Happy mothers day to","to","Happy mothers day",42
"Happy th of July","July","Happy th of",22
"Hard to believe I","I","Hard to believe",4
"Has anyone seen the","the","Has anyone seen",4
"Have a GREAT weekend","weekend","Have a GREAT",3
"Have a blessed day","day","Have a blessed",15
"Have a good day","day","Have a good",26
"Have a good night","night","Have a good",14
"Have a good one","one","Have a good",32
"Have a great Memorial","Memorial","Have a great",2
"Have a great day","day","Have a great",172
"Have a great time","time","Have a great",33
"Have a great week","week","Have a great",65
"Have a great weekend","weekend","Have a great",194
"Have a great workout","workout","Have a great",3
"Have a nice day","day","Have a nice",16
"Have a safe trip","trip","Have a safe",13
"Have a super great","great","Have a super",2
"Have fun and enjoy","enjoy","Have fun and",4
"Have you always been","been","Have you always",2
"Have you found your","your","Have you found",2
"Have you gone to","to","Have you gone",4
"Haven t seen a","a","Haven t seen",8
"Haven t seen you","you","Haven t seen",14
"He also told the","the","He also told",4
"He batted for with","with","He batted for",2
"He could be a","a","He could be",3
"He could hear the","the","He could hear",2
"He decided to get","get","He decided to",2
"He didn t answer","answer","He didn t",4
"He goes on to","to","He goes on",17
"He has appeared in","in","He has appeared",2
"He has been a","a","He has been",11
"He has made a","a","He has made",5
"He has released a","a","He has released",2
"He has said he","he","He has said",3
"He is also a","a","He is also",10
"He is just another","another","He is just",2
"He ll be up","up","He ll be",2
"He needs to be","be","He needs to",7
"He pointed out that","that","He pointed out",10
"He returned to the","the","He returned to",7
"He s a huge","huge","He s a",4
"He s a very","very","He s a",13
"He s absolutely killing","killing","He s absolutely",2
"He s now at","at","He s now",2
"He s put his","his","He s put",2
"He s trying to","to","He s trying",11
"He said he saw","saw","He said he",3
"He said it was","was","He said it",20
"He said one of","of","He said one",2
"He said the drought","drought","He said the",2
"He said the state","state","He said the",8
"He said the victim","victim","He said the",3
"He served as a","a","He served as",2
"He should be on","on","He should be",3
"He struck out batters","batters","He struck out",3
"He struck out four","four","He struck out",7
"He that believeth on","on","He that believeth",2
"He then asked me","me","He then asked",2
"He told me he","he","He told me",14
"He told me to","to","He told me",16
"He wanted to make","make","He wanted to",4
"He wants us to","to","He wants us",7
"He was a little","little","He was a",4
"He was a member","member","He was a",9
"He was always a","a","He was always",6
"He was assigned to","to","He was assigned",6
"He was known for","for","He was known",2
"He was my favorite","favorite","He was my",3
"He was not a","a","He was not",7
"He was sent to","to","He was sent",3
"He went on to","to","He went on",35
"He went through the","the","He went through",3
"Heading to the mall","mall","Heading to the",4
"Heat a wok or","or","Heat a wok",2
"Heat in the first","first","Heat in the",3
"Helen Mac Murray in","in","Helen Mac Murray",2
"Hello everyone I hope","hope","Hello everyone I",3
"Help From My Friends","Friends","Help From My",2
"Henry Louis Gates Jr","Jr","Henry Louis Gates",2
"Here are a couple","couple","Here are a",11
"Here comes the rain","rain","Here comes the",4
"Here is a look","look","Here is a",10
"Here is a sneak","sneak","Here is a",3
"Here is an interesting","interesting","Here is an",3
"Here is the first","first","Here is the",4
"Here is the link","link","Here is the",11
"Here is what I","I","Here is what",15
"Here s a question","question","Here s a",6
"Here s how to","to","Here s how",10
"Here s to the","the","Here s to",35
"Here we are at","at","Here we are",3
"Heres a list of","of","Heres a list",6
"Hey guess what I","I","Hey guess what",4
"Hey now I ve","ve","Hey now I",3
"Hey thanks for the","the","Hey thanks for",25
"High School Athletic Association","Association","High School Athletic",7
"High School from which","which","High School from",2
"High School has been","been","High School has",6
"High School in San","San","High School in",3
"High School is being","being","High School is",2
"High School when he","he","High School when",2
"High achievement always takes","takes","High achievement always",2
"Him He could have","have","Him He could",2
"Hit me up on","on","Hit me up",2
"Holders and most oral","oral","Holders and most",3
"Home Phoenixville PA pm","pm","Home Phoenixville PA",5
"Honesty is the best","best","Honesty is the",4
"Honor has been the","the","Honor has been",3
"Hope all is good","good","Hope all is",2
"Hope everyone has a","a","Hope everyone has",52
"Hope everyone is having","having","Hope everyone is",35
"Hope everyone s having","having","Hope everyone s",4
"Hope to see everyone","everyone","Hope to see",7
"Hope to see you","you","Hope to see",182
"Hope y all enjoyed","enjoyed","Hope y all",2
"Hope you can join","join","Hope you can",9
"Hope you enjoyed the","the","Hope you enjoyed",21
"Hope you feel better","better","Hope you feel",16
"Hope you have a","a","Hope you have",104
"Hopefully they can keep","keep","Hopefully they can",2
"House Speaker Kurt Zellers","Zellers","House Speaker Kurt",12
"House Speaker William G","G","House Speaker William",11
"House of the Lord","Lord","House of the",5
"House on the Prairie","Prairie","House on the",5
"Housewife with a HalfLife","HalfLife","Housewife with a",2
"Housewives of Orange County","County","Housewives of Orange",5
"Housewives would have you","you","Housewives would have",2
"How I Met Your","Your","How I Met",21
"How am I supposed","supposed","How am I",18
"How and when did","did","How and when",4
"How are you doing","doing","How are you",50
"How are you on","on","How are you",2
"How can we help","help","How can we",11
